Motif	Factor	Evidence	Curated
GM.5.0.bHLH.0005	myf5	Orthologs	N
GM.5.0.bHLH.0005	myod1	Orthologs	N
GM.5.0.bHLH.0005	myf5	Orthologs	N
GM.5.0.bHLH.0005	myod1	Orthologs	N
GM.5.0.bHLH.0005	id3	Orthologs	N
GM.5.0.bHLH.0005	id3	Orthologs	N
GM.5.0.bHLH.0005	figla	Orthologs	N
GM.5.0.bHLH.0005	figla	Orthologs	N
GM.5.0.bHLH.0005	LOC101883970	Orthologs	N
GM.5.0.bHLH.0005	tcf3b	Orthologs	N
GM.5.0.bHLH.0005	tcf4	Orthologs	N
GM.5.0.bHLH.0005	tcf12	Orthologs	N
GM.5.0.bHLH.0005	LOC101883970	Orthologs	N
GM.5.0.bHLH.0005	tcf3b	Orthologs	N
GM.5.0.bHLH.0005	tcf4	Orthologs	N
GM.5.0.bHLH.0005	tcf12	Orthologs	N
GM.5.0.bHLH.0005	id1	Orthologs	N
GM.5.0.bHLH.0005	id1	Orthologs	N
GM.5.0.bHLH.0005	id2a	Orthologs	N
GM.5.0.bHLH.0005	id2b	Orthologs	N
GM.5.0.bHLH.0005	id4	Orthologs	N
GM.5.0.bHLH.0005	id2a	Orthologs	N
GM.5.0.bHLH.0005	id2b	Orthologs	N
GM.5.0.bHLH.0005	id4	Orthologs	N
GM.5.0.Homeodomain.0005	drgx	Orthologs	N
GM.5.0.Homeodomain.0005	drgx	Orthologs	N
GM.5.0.Homeodomain.0005	gsc	Orthologs	N
GM.5.0.Homeodomain.0005	gsc	Orthologs	N
GM.5.0.Homeodomain.0005	pitx3	Orthologs	N
GM.5.0.Homeodomain.0005	pitx1	Orthologs	N
GM.5.0.Homeodomain.0005	pitx2	Orthologs	N
GM.5.0.Homeodomain.0005	pitx3	Orthologs	N
GM.5.0.Homeodomain.0005	pitx1	Orthologs	N
GM.5.0.Homeodomain.0005	pitx2	Orthologs	N
GM.5.0.Homeodomain.0005	dmbx1a	Orthologs	N
GM.5.0.Homeodomain.0005	dmbx1b	Orthologs	N
GM.5.0.Homeodomain.0005	dmbx1a	Orthologs	N
GM.5.0.Homeodomain.0005	dmbx1b	Orthologs	N
GM.5.0.Homeodomain.0005	otpb	Orthologs	N
GM.5.0.Homeodomain.0005	otpa	Orthologs	N
GM.5.0.Homeodomain.0005	otpb	Orthologs	N
GM.5.0.Homeodomain.0005	otpa	Orthologs	N
GM.5.0.Homeodomain.0005	otx1b	Orthologs	N
GM.5.0.Homeodomain.0005	otx1b	Orthologs	N
GM.5.0.Homeodomain.0005	LOC110439787	Orthologs	N
GM.5.0.Homeodomain.0005	LOC110439787	Orthologs	N
GM.5.0.Homeodomain.0005	otx1a	Orthologs	N
GM.5.0.Homeodomain.0005	crx	Orthologs	N
GM.5.0.Homeodomain.0005	otx5	Orthologs	N
GM.5.0.Homeodomain.0005	otx2	Orthologs	N
GM.5.0.Homeodomain.0005	otx1a	Orthologs	N
GM.5.0.Homeodomain.0005	crx	Orthologs	N
GM.5.0.Homeodomain.0005	otx5	Orthologs	N
GM.5.0.Homeodomain.0005	otx2	Orthologs	N
GM.5.0.GATA.0002	gata1b	Orthologs	N
GM.5.0.GATA.0002	gata1a	Orthologs	N
GM.5.0.GATA.0002	gata2a	Orthologs	N
GM.5.0.GATA.0002	gata3	Orthologs	N
GM.5.0.GATA.0002	gata1b	Orthologs	N
GM.5.0.GATA.0002	gata1a	Orthologs	N
GM.5.0.GATA.0002	gata2a	Orthologs	N
GM.5.0.GATA.0002	gata3	Orthologs	N
GM.5.0.RFX.0001	rfx5	Orthologs	N
GM.5.0.RFX.0001	rfx5	Orthologs	N
GM.5.0.RFX.0001	rfx7	Orthologs	N
GM.5.0.RFX.0001	LOC100538179	Orthologs	N
GM.5.0.RFX.0001	rfx7	Orthologs	N
GM.5.0.RFX.0001	LOC100538179	Orthologs	N
GM.5.0.RFX.0001	rfx6	Orthologs	N
GM.5.0.RFX.0001	rfx6	Orthologs	N
GM.5.0.RFX.0001	arid2	Orthologs	N
GM.5.0.RFX.0001	arid2	Orthologs	N
GM.5.0.RFX.0001	rfx4	Orthologs	N
GM.5.0.RFX.0001	rfx4	Orthologs	N
GM.5.0.RFX.0001	rfx3	Orthologs	N
GM.5.0.RFX.0001	rfx2	Orthologs	N
GM.5.0.RFX.0001	rfx1b	Orthologs	N
GM.5.0.RFX.0001	rfx1a	Orthologs	N
GM.5.0.RFX.0001	rfx3	Orthologs	N
GM.5.0.RFX.0001	rfx2	Orthologs	N
GM.5.0.RFX.0001	rfx1b	Orthologs	N
GM.5.0.RFX.0001	rfx1a	Orthologs	N
GM.5.0.bHLH.0006	ptf1a	Orthologs	N
GM.5.0.bHLH.0006	ptf1a	Orthologs	N
GM.5.0.bHLH.0006	neurod2	Orthologs	N
GM.5.0.bHLH.0006	neurod2	Orthologs	N
GM.5.0.bHLH.0006	tcf21	Orthologs	N
GM.5.0.bHLH.0006	msc	Orthologs	N
GM.5.0.bHLH.0006	tcf21	Orthologs	N
GM.5.0.bHLH.0006	msc	Orthologs	N
GM.5.0.bHLH.0006	olig3	Orthologs	N
GM.5.0.bHLH.0006	olig2	Orthologs	N
GM.5.0.bHLH.0006	olig3	Orthologs	N
GM.5.0.bHLH.0006	olig2	Orthologs	N
GM.5.0.bHLH.0006	neurod1	Orthologs	N
GM.5.0.bHLH.0006	neurod4	Orthologs	N
GM.5.0.bHLH.0006	neurod6b	Orthologs	N
GM.5.0.bHLH.0006	neurod1	Orthologs	N
GM.5.0.bHLH.0006	neurod4	Orthologs	N
GM.5.0.bHLH.0006	neurod6b	Orthologs	N
GM.5.0.bHLH.0006	atoh1a	Orthologs	N
GM.5.0.bHLH.0006	atoh1a	Orthologs	N
GM.5.0.bHLH.0006	gata1b	Orthologs	N
GM.5.0.bHLH.0006	gata1a	Orthologs	N
GM.5.0.bHLH.0006	gata2a	Orthologs	N
GM.5.0.bHLH.0006	gata3	Orthologs	N
GM.5.0.bHLH.0006	gata1b	Orthologs	N
GM.5.0.bHLH.0006	gata1a	Orthologs	N
GM.5.0.bHLH.0006	gata2a	Orthologs	N
GM.5.0.bHLH.0006	gata3	Orthologs	N
GM.5.0.bHLH.0006	bhlha15	Orthologs	N
GM.5.0.bHLH.0006	bhlha15	Orthologs	N
GM.5.0.DM.0002	dmrt2b	Orthologs	N
GM.5.0.DM.0002	dmrt2a	Orthologs	N
GM.5.0.DM.0002	dmrt2b	Orthologs	N
GM.5.0.DM.0002	dmrt2a	Orthologs	N
GM.5.0.DM.0002	dmrt3a	Orthologs	N
GM.5.0.DM.0002	dmrt3a	Orthologs	N
GM.5.0.bHLH.0007	scxa	Orthologs	N
GM.5.0.bHLH.0007	scxb	Orthologs	N
GM.5.0.bHLH.0007	tcf15	Orthologs	N
GM.5.0.bHLH.0007	si_ch211-246m6.4	Orthologs	N
GM.5.0.bHLH.0007	scxa	Orthologs	N
GM.5.0.bHLH.0007	scxb	Orthologs	N
GM.5.0.bHLH.0007	tcf15	Orthologs	N
GM.5.0.bHLH.0007	si_ch211-246m6.4	Orthologs	N
GM.5.0.bHLH.0007	neurod2	Orthologs	N
GM.5.0.bHLH.0007	neurod2	Orthologs	N
GM.5.0.bHLH.0007	tcf21	Orthologs	N
GM.5.0.bHLH.0007	msc	Orthologs	N
GM.5.0.bHLH.0007	tcf21	Orthologs	N
GM.5.0.bHLH.0007	msc	Orthologs	N
GM.5.0.bHLH.0007	neurog1	Orthologs	N
GM.5.0.bHLH.0007	neurog3	Orthologs	N
GM.5.0.bHLH.0007	neurog1	Orthologs	N
GM.5.0.bHLH.0007	neurog3	Orthologs	N
GM.5.0.bHLH.0007	neurod1	Orthologs	N
GM.5.0.bHLH.0007	neurod4	Orthologs	N
GM.5.0.bHLH.0007	neurod6b	Orthologs	N
GM.5.0.bHLH.0007	neurod1	Orthologs	N
GM.5.0.bHLH.0007	neurod4	Orthologs	N
GM.5.0.bHLH.0007	neurod6b	Orthologs	N
GM.5.0.bHLH.0007	atoh7	Orthologs	N
GM.5.0.bHLH.0007	atoh7	Orthologs	N
GM.5.0.bHLH.0007	LOC101883970	Orthologs	N
GM.5.0.bHLH.0007	tcf3b	Orthologs	N
GM.5.0.bHLH.0007	tcf4	Orthologs	N
GM.5.0.bHLH.0007	tcf12	Orthologs	N
GM.5.0.bHLH.0007	LOC101883970	Orthologs	N
GM.5.0.bHLH.0007	tcf3b	Orthologs	N
GM.5.0.bHLH.0007	tcf4	Orthologs	N
GM.5.0.bHLH.0007	tcf12	Orthologs	N
GM.5.0.bHLH.0007	tal1	Orthologs	N
GM.5.0.bHLH.0007	tal1	Orthologs	N
GM.5.0.bHLH.0007	tcf23	Orthologs	N
GM.5.0.bHLH.0007	tcf23	Orthologs	N
GM.5.0.bHLH.0007	atoh1a	Orthologs	N
GM.5.0.bHLH.0007	atoh1a	Orthologs	N
GM.5.0.bHLH.0007	bhlha15	Orthologs	N
GM.5.0.bHLH.0007	bhlha15	Orthologs	N
GM.5.0.Rel.0001	nkap	Orthologs	N
GM.5.0.Rel.0001	nkap	Orthologs	N
GM.5.0.Rel.0001	nkrf	Orthologs	N
GM.5.0.Rel.0001	nkrf	Orthologs	N
GM.5.0.Rel.0001	LOC101883232	Orthologs	N
GM.5.0.Rel.0001	LOC101883232	Orthologs	N
GM.5.0.Rel.0001	nfkbie	Orthologs	N
GM.5.0.Rel.0001	nfkbie	Orthologs	N
GM.5.0.Rel.0001	bcl3	Orthologs	N
GM.5.0.Rel.0001	bcl3	Orthologs	N
GM.5.0.Rel.0001	nfkb1	Orthologs	N
GM.5.0.Rel.0001	nfkb1	Orthologs	N
GM.5.0.Rel.0001	nfkbil1	Orthologs	N
GM.5.0.Rel.0001	nfkbil1	Orthologs	N
GM.5.0.Rel.0001	nfkbib	Orthologs	N
GM.5.0.Rel.0001	nfkbib	Orthologs	N
GM.5.0.Rel.0001	nfkbiaa	Orthologs	N
GM.5.0.Rel.0001	nfkbiab	Orthologs	N
GM.5.0.Rel.0001	nfkbiaa	Orthologs	N
GM.5.0.Rel.0001	nfkbiab	Orthologs	N
GM.5.0.Rel.0001	nfkbiz	Orthologs	N
GM.5.0.Rel.0001	nfkbiz	Orthologs	N
GM.5.0.Ets.0002	ef1	Orthologs	N
GM.5.0.Ets.0002	ef1	Orthologs	N
GM.5.0.Ets.0002	elf3	Orthologs	N
GM.5.0.Ets.0002	ehf	Orthologs	N
GM.5.0.Ets.0002	elf3	Orthologs	N
GM.5.0.Ets.0002	ehf	Orthologs	N
GM.5.0.Paired_box.0001	pax8	Orthologs	N
GM.5.0.Paired_box.0001	pax8	Orthologs	N
GM.5.0.Paired_box.0001	pax5	Orthologs	N
GM.5.0.Paired_box.0001	pax5	Orthologs	N
GM.5.0.Paired_box.0001	pax1b	Orthologs	N
GM.5.0.Paired_box.0001	pax1a	Orthologs	N
GM.5.0.Paired_box.0001	pax9	Orthologs	N
GM.5.0.Paired_box.0001	pax1b	Orthologs	N
GM.5.0.Paired_box.0001	pax1a	Orthologs	N
GM.5.0.Paired_box.0001	pax9	Orthologs	N
GM.5.0.Sox.0003	sox6	Orthologs	N
GM.5.0.Sox.0003	sox6	Orthologs	N
GM.5.0.Sox.0003	sox4b	Orthologs	N
GM.5.0.Sox.0003	sox4a	Orthologs	N
GM.5.0.Sox.0003	sox4b	Orthologs	N
GM.5.0.Sox.0003	sox4a	Orthologs	N
GM.5.0.Sox.0003	sox17	Orthologs	N
GM.5.0.Sox.0003	sox18	Orthologs	N
GM.5.0.Sox.0003	sox17	Orthologs	N
GM.5.0.Sox.0003	sox18	Orthologs	N
GM.5.0.Sox.0003	sox2	Orthologs	N
GM.5.0.Sox.0003	sox1a	Orthologs	N
GM.5.0.Sox.0003	sox1b	Orthologs	N
GM.5.0.Sox.0003	sox3	Orthologs	N
GM.5.0.Sox.0003	sox2	Orthologs	N
GM.5.0.Sox.0003	sox1a	Orthologs	N
GM.5.0.Sox.0003	sox1b	Orthologs	N
GM.5.0.Sox.0003	sox3	Orthologs	N
GM.5.0.Forkhead.0001	foxq1b	Orthologs	N
GM.5.0.Forkhead.0001	foxq1a	Orthologs	N
GM.5.0.Forkhead.0001	foxq1b	Orthologs	N
GM.5.0.Forkhead.0001	foxq1a	Orthologs	N
GM.5.0.Forkhead.0001	foxk2	Orthologs	N
GM.5.0.Forkhead.0001	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0001	foxk1	Orthologs	N
GM.5.0.Forkhead.0001	foxk2	Orthologs	N
GM.5.0.Forkhead.0001	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0001	foxk1	Orthologs	N
GM.5.0.Forkhead.0001	nfyba	Orthologs	N
GM.5.0.Forkhead.0001	nfybb	Orthologs	N
GM.5.0.Forkhead.0001	nfyba	Orthologs	N
GM.5.0.Forkhead.0001	nfybb	Orthologs	N
GM.5.0.Forkhead.0001	foxd5	Orthologs	N
GM.5.0.Forkhead.0001	foxd1	Orthologs	N
GM.5.0.Forkhead.0001	foxd2	Orthologs	N
GM.5.0.Forkhead.0001	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0001	foxd3	Orthologs	N
GM.5.0.Forkhead.0001	foxd5	Orthologs	N
GM.5.0.Forkhead.0001	foxd1	Orthologs	N
GM.5.0.Forkhead.0001	foxd2	Orthologs	N
GM.5.0.Forkhead.0001	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0001	foxd3	Orthologs	N
GM.5.0.Forkhead.0001	nfyc	Orthologs	N
GM.5.0.Forkhead.0001	nfyc	Orthologs	N
GM.5.0.Forkhead.0001	cebpz	Orthologs	N
GM.5.0.Forkhead.0001	cebpz	Orthologs	N
GM.5.0.Forkhead.0001	foxb1b	Orthologs	N
GM.5.0.Forkhead.0001	foxb1a	Orthologs	N
GM.5.0.Forkhead.0001	foxb2	Orthologs	N
GM.5.0.Forkhead.0001	foxb1b	Orthologs	N
GM.5.0.Forkhead.0001	foxb1a	Orthologs	N
GM.5.0.Forkhead.0001	foxb2	Orthologs	N
GM.5.0.Forkhead.0001	irf3	Orthologs	N
GM.5.0.Forkhead.0001	irf3	Orthologs	N
GM.5.0.Forkhead.0001	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0001	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0001	foxl2	Orthologs	N
GM.5.0.Forkhead.0001	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0001	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0001	foxl2	Orthologs	N
GM.5.0.Forkhead.0001	foxa3	Orthologs	N
GM.5.0.Forkhead.0001	foxa2	Orthologs	N
GM.5.0.Forkhead.0001	foxa1	Orthologs	N
GM.5.0.Forkhead.0001	foxa3	Orthologs	N
GM.5.0.Forkhead.0001	foxa2	Orthologs	N
GM.5.0.Forkhead.0001	foxa1	Orthologs	N
GM.5.0.Forkhead.0001	foxe1	Orthologs	N
GM.5.0.Forkhead.0001	foxe3	Orthologs	N
GM.5.0.Forkhead.0001	foxe1	Orthologs	N
GM.5.0.Forkhead.0001	foxe3	Orthologs	N
GM.5.0.Forkhead.0001	ap5z1	Orthologs	N
GM.5.0.Forkhead.0001	ap5z1	Orthologs	N
GM.5.0.Forkhead.0001	foxi2	Orthologs	N
GM.5.0.Forkhead.0001	foxi3b	Orthologs	N
GM.5.0.Forkhead.0001	foxi3a	Orthologs	N
GM.5.0.Forkhead.0001	foxi1	Orthologs	N
GM.5.0.Forkhead.0001	foxi2	Orthologs	N
GM.5.0.Forkhead.0001	foxi3b	Orthologs	N
GM.5.0.Forkhead.0001	foxi3a	Orthologs	N
GM.5.0.Forkhead.0001	foxi1	Orthologs	N
GM.5.0.Forkhead.0001	foxf2a	Orthologs	N
GM.5.0.Forkhead.0001	foxf2b	Orthologs	N
GM.5.0.Forkhead.0001	foxf1	Orthologs	N
GM.5.0.Forkhead.0001	foxf2a	Orthologs	N
GM.5.0.Forkhead.0001	foxf2b	Orthologs	N
GM.5.0.Forkhead.0001	foxf1	Orthologs	N
GM.5.0.MADS_box.0001	srfb	Orthologs	N
GM.5.0.MADS_box.0001	srfa	Orthologs	N
GM.5.0.MADS_box.0001	srfb	Orthologs	N
GM.5.0.MADS_box.0001	srfa	Orthologs	N
GM.5.0.bHLH.0008	mycn	Orthologs	N
GM.5.0.bHLH.0008	mycn	Orthologs	N
GM.5.0.bHLH.0008	clocka	Orthologs	N
GM.5.0.bHLH.0008	clocka	Orthologs	N
GM.5.0.bHLH.0008	myca	Orthologs	N
GM.5.0.bHLH.0008	mycb	Orthologs	N
GM.5.0.bHLH.0008	myca	Orthologs	N
GM.5.0.bHLH.0008	mycb	Orthologs	N
GM.5.0.bHLH.0008	max	Orthologs	N
GM.5.0.bHLH.0008	max	Orthologs	N
GM.5.0.bHLH.0008	mxi1	Orthologs	N
GM.5.0.bHLH.0008	mxi1	Orthologs	N
GM.5.0.Homeodomain.0006	dlx2b	Orthologs	N
GM.5.0.Homeodomain.0006	dlx2a	Orthologs	N
GM.5.0.Homeodomain.0006	dlx2b	Orthologs	N
GM.5.0.Homeodomain.0006	dlx2a	Orthologs	N
GM.5.0.Homeodomain.0006	otpb	Orthologs	N
GM.5.0.Homeodomain.0006	otpa	Orthologs	N
GM.5.0.Homeodomain.0006	otpb	Orthologs	N
GM.5.0.Homeodomain.0006	otpa	Orthologs	N
GM.5.0.Homeodomain.0006	alx4a	Orthologs	N
GM.5.0.Homeodomain.0006	alx4b	Orthologs	N
GM.5.0.Homeodomain.0006	alx4a	Orthologs	N
GM.5.0.Homeodomain.0006	alx4b	Orthologs	N
GM.5.0.Homeodomain.0006	hoxb1b	Orthologs	N
GM.5.0.Homeodomain.0006	hoxb1a	Orthologs	N
GM.5.0.Homeodomain.0006	hoxb1b	Orthologs	N
GM.5.0.Homeodomain.0006	hoxb1a	Orthologs	N
GM.5.0.Homeodomain.0006	rx3	Orthologs	N
GM.5.0.Homeodomain.0006	rx2	Orthologs	N
GM.5.0.Homeodomain.0006	rx1	Orthologs	N
GM.5.0.Homeodomain.0006	rx3	Orthologs	N
GM.5.0.Homeodomain.0006	rx2	Orthologs	N
GM.5.0.Homeodomain.0006	rx1	Orthologs	N
GM.5.0.Homeodomain.0006	hesx1	Orthologs	N
GM.5.0.Homeodomain.0006	hesx1	Orthologs	N
GM.5.0.Homeodomain.0006	LOC103910251	Orthologs	N
GM.5.0.Homeodomain.0006	LOC103910251	Orthologs	N
GM.5.0.Homeodomain.0006	shox	Orthologs	N
GM.5.0.Homeodomain.0006	shox2	Orthologs	N
GM.5.0.Homeodomain.0006	shox	Orthologs	N
GM.5.0.Homeodomain.0006	shox2	Orthologs	N
GM.5.0.Homeodomain.0006	lhx1a	Orthologs	N
GM.5.0.Homeodomain.0006	lhx1a	Orthologs	N
GM.5.0.Homeodomain.0006	msx3	Orthologs	N
GM.5.0.Homeodomain.0006	msx1b	Orthologs	N
GM.5.0.Homeodomain.0006	msx2a	Orthologs	N
GM.5.0.Homeodomain.0006	msx2b	Orthologs	N
GM.5.0.Homeodomain.0006	msx1a	Orthologs	N
GM.5.0.Homeodomain.0006	msx3	Orthologs	N
GM.5.0.Homeodomain.0006	msx1b	Orthologs	N
GM.5.0.Homeodomain.0006	msx2a	Orthologs	N
GM.5.0.Homeodomain.0006	msx2b	Orthologs	N
GM.5.0.Homeodomain.0006	msx1a	Orthologs	N
GM.5.0.Homeodomain.0006	en1b	Orthologs	N
GM.5.0.Homeodomain.0006	en1a	Orthologs	N
GM.5.0.Homeodomain.0006	en2b	Orthologs	N
GM.5.0.Homeodomain.0006	en2a	Orthologs	N
GM.5.0.Homeodomain.0006	en1b	Orthologs	N
GM.5.0.Homeodomain.0006	en1a	Orthologs	N
GM.5.0.Homeodomain.0006	en2b	Orthologs	N
GM.5.0.Homeodomain.0006	en2a	Orthologs	N
GM.5.0.Homeodomain.0006	uncx	Orthologs	N
GM.5.0.Homeodomain.0006	uncx4.1	Orthologs	N
GM.5.0.Homeodomain.0006	uncx	Orthologs	N
GM.5.0.Homeodomain.0006	uncx4.1	Orthologs	N
GM.5.0.Homeodomain.0006	hoxa1a	Orthologs	N
GM.5.0.Homeodomain.0006	hoxa1a	Orthologs	N
GM.5.0.Homeodomain.0006	drgx	Orthologs	N
GM.5.0.Homeodomain.0006	drgx	Orthologs	N
GM.5.0.Homeodomain.0006	vsx1	Orthologs	N
GM.5.0.Homeodomain.0006	vsx1	Orthologs	N
GM.5.0.Homeodomain.0006	lhx5	Orthologs	N
GM.5.0.Homeodomain.0006	lhx5	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1a	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1al	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1bb	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1ba	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1a	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1al	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1bb	Orthologs	N
GM.5.0.Homeodomain.0006	lmx1ba	Orthologs	N
GM.5.0.Homeodomain.0006	lhx4	Orthologs	N
GM.5.0.Homeodomain.0006	lhx4	Orthologs	N
GM.5.0.Homeodomain.0006	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0006	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0006	hoxb2a	Orthologs	N
GM.5.0.Homeodomain.0006	hoxa2b	Orthologs	N
GM.5.0.Homeodomain.0006	dlx6a	Orthologs	N
GM.5.0.Homeodomain.0006	dlx6a	Orthologs	N
GM.5.0.Homeodomain.0006	lhx9	Orthologs	N
GM.5.0.Homeodomain.0006	lhx9	Orthologs	N
GM.5.0.Homeodomain.0006	prrx1a	Orthologs	N
GM.5.0.Homeodomain.0006	prrx1a	Orthologs	N
GM.5.0.Homeodomain.0006	dlx1a	Orthologs	N
GM.5.0.Homeodomain.0006	dlx1a	Orthologs	N
GM.5.0.Homeodomain.0006	alx3	Orthologs	N
GM.5.0.Homeodomain.0006	alx3	Orthologs	N
GM.5.0.Homeodomain.0006	alx1	Orthologs	N
GM.5.0.Homeodomain.0006	alx1	Orthologs	N
GM.5.0.Homeodomain.0006	vsx2	Orthologs	N
GM.5.0.Homeodomain.0006	vsx2	Orthologs	N
GM.5.0.Homeodomain.0006	dlx3b	Orthologs	N
GM.5.0.Homeodomain.0006	dlx3b	Orthologs	N
GM.5.0.Homeodomain.0006	gbx2	Orthologs	N
GM.5.0.Homeodomain.0006	gbx1	Orthologs	N
GM.5.0.Homeodomain.0006	gbx2	Orthologs	N
GM.5.0.Homeodomain.0006	gbx1	Orthologs	N
GM.5.0.Homeodomain.0006	arxb	Orthologs	N
GM.5.0.Homeodomain.0006	arxa	Orthologs	N
GM.5.0.Homeodomain.0006	arxb	Orthologs	N
GM.5.0.Homeodomain.0006	arxa	Orthologs	N
GM.5.0.Homeodomain.0007	fosb	Orthologs	N
GM.5.0.Homeodomain.0007	fosb	Orthologs	N
GM.5.0.Homeodomain.0007	fosaa	Orthologs	N
GM.5.0.Homeodomain.0007	si_ch211-153j24.3	Orthologs	N
GM.5.0.Homeodomain.0007	fosab	Orthologs	N
GM.5.0.Homeodomain.0007	fosaa	Orthologs	N
GM.5.0.Homeodomain.0007	si_ch211-153j24.3	Orthologs	N
GM.5.0.Homeodomain.0007	fosab	Orthologs	N
GM.5.0.Homeodomain.0007	pbx1a	Orthologs	N
GM.5.0.Homeodomain.0007	pbx1b	Orthologs	N
GM.5.0.Homeodomain.0007	pbx3a	Orthologs	N
GM.5.0.Homeodomain.0007	pbx3b	Orthologs	N
GM.5.0.Homeodomain.0007	pbx2	Orthologs	N
GM.5.0.Homeodomain.0007	LOC100537845	Orthologs	N
GM.5.0.Homeodomain.0007	pbx4	Orthologs	N
GM.5.0.Homeodomain.0007	pbx1a	Orthologs	N
GM.5.0.Homeodomain.0007	pbx1b	Orthologs	N
GM.5.0.Homeodomain.0007	pbx3a	Orthologs	N
GM.5.0.Homeodomain.0007	pbx3b	Orthologs	N
GM.5.0.Homeodomain.0007	pbx2	Orthologs	N
GM.5.0.Homeodomain.0007	LOC100537845	Orthologs	N
GM.5.0.Homeodomain.0007	pbx4	Orthologs	N
GM.5.0.SMAD.0001	gb_cr929477	Orthologs	N
GM.5.0.SMAD.0001	smad4a	Orthologs	N
GM.5.0.SMAD.0001	si_dkey-239n17.4	Orthologs	N
GM.5.0.SMAD.0001	si_dkey-222b8.1	Orthologs	N
GM.5.0.SMAD.0001	gb_cr929477	Orthologs	N
GM.5.0.SMAD.0001	smad4a	Orthologs	N
GM.5.0.SMAD.0001	si_dkey-239n17.4	Orthologs	N
GM.5.0.SMAD.0001	si_dkey-222b8.1	Orthologs	N
GM.5.0.SMAD.0001	smad7	Orthologs	N
GM.5.0.SMAD.0001	smad7	Orthologs	N
GM.5.0.SMAD.0001	smad6b	Orthologs	N
GM.5.0.SMAD.0001	smad6b	Orthologs	N
GM.5.0.SMAD.0001	smad3a	Orthologs	N
GM.5.0.SMAD.0001	smad3b	Orthologs	N
GM.5.0.SMAD.0001	smad2	Orthologs	N
GM.5.0.SMAD.0001	smad3a	Orthologs	N
GM.5.0.SMAD.0001	smad3b	Orthologs	N
GM.5.0.SMAD.0001	smad2	Orthologs	N
GM.5.0.SMAD.0001	smad9	Orthologs	N
GM.5.0.SMAD.0001	smad5	Orthologs	N
GM.5.0.SMAD.0001	smad1	Orthologs	N
GM.5.0.SMAD.0001	smad9	Orthologs	N
GM.5.0.SMAD.0001	smad5	Orthologs	N
GM.5.0.SMAD.0001	smad1	Orthologs	N
GM.5.0.Ets.0003	gabpa	Orthologs	N
GM.5.0.Ets.0003	gabpa	Orthologs	N
GM.5.0.Ets.0003	elk1	Orthologs	N
GM.5.0.Ets.0003	elk1	Orthologs	N
GM.5.0.Ets.0003	etv1	Orthologs	N
GM.5.0.Ets.0003	etv5a	Orthologs	N
GM.5.0.Ets.0003	etv5b	Orthologs	N
GM.5.0.Ets.0003	etv1	Orthologs	N
GM.5.0.Ets.0003	etv5a	Orthologs	N
GM.5.0.Ets.0003	etv5b	Orthologs	N
GM.5.0.Ets.0003	erf	Orthologs	N
GM.5.0.Ets.0003	erfl3	Orthologs	N
GM.5.0.Ets.0003	erf	Orthologs	N
GM.5.0.Ets.0003	erfl3	Orthologs	N
GM.5.0.Ets.0003	etv4	Orthologs	N
GM.5.0.Ets.0003	etv4	Orthologs	N
GM.5.0.Ets.0003	elk3	Orthologs	N
GM.5.0.Ets.0003	elk3	Orthologs	N
GM.5.0.Ets.0003	fli1a	Orthologs	N
GM.5.0.Ets.0003	erg	Orthologs	N
GM.5.0.Ets.0003	fli1a	Orthologs	N
GM.5.0.Ets.0003	erg	Orthologs	N
GM.5.0.Ets.0003	fev	Orthologs	N
GM.5.0.Ets.0003	fev	Orthologs	N
GM.5.0.Ets.0003	ets1	Orthologs	N
GM.5.0.Ets.0003	ets1	Orthologs	N
GM.5.0.Ets.0003	ets2	Orthologs	N
GM.5.0.Ets.0003	ets2	Orthologs	N
GM.5.0.Ets.0003	elk4	Orthologs	N
GM.5.0.Ets.0003	elk4	Orthologs	N
GM.5.0.Nuclear_receptor.0005	nr4a1	Orthologs	N
GM.5.0.Nuclear_receptor.0005	nr4a1	Orthologs	N
GM.5.0.Nuclear_receptor.0005	nr1h3	Orthologs	N
GM.5.0.Nuclear_receptor.0005	nr1h3	Orthologs	N
GM.5.0.Nuclear_receptor.0005	rxrbb	Orthologs	N
GM.5.0.Nuclear_receptor.0005	rxrba	Orthologs	N
GM.5.0.Nuclear_receptor.0005	rxrab	Orthologs	N
GM.5.0.Nuclear_receptor.0005	rxraa	Orthologs	N
GM.5.0.Nuclear_receptor.0005	rxrgb	Orthologs	N
